"Abs Int (Bck Sub, 2+)"	Charge	IgGIA1H3N3F1	IgGIA1H3N4	IgGIA1H3N4F1	IgGIA1H3N5F1	IgGIA1H3N6F3	IgGIA1H4N2	IgGIA1H4N3	IgGIA1H4N3F1	IgGIA1H4N3F2	IgGIA1H4N4	IgGIA1H4N4F1	IgGIA1H4N4F1S1	IgGIA1H4N4F2	IgGIA1H4N5F1	IgGIA1H4N5F1S1	IgGIA1H4N5F2S1	IgGIA1H5N3F1	IgGIA1H5N4	IgGIA1H5N4F1	IgGIA1H5N4F1S1	IgGIA1H5N4F1S2	IgGIA1H5N4F2	IgGIA1H5N4F2S1	IgGIA1H5N4F3	IgGIA1H5N5F1	IgGIA1H5N5F1S1	IgGIA1H5N5F2	IgGIA1H5N5F3	IgGIA1H6N3F1G1	IgGIA1H6N3F2	IgGIA1H6N5F1	IgGII1H3N3F1	IgGII1H3N4	IgGII1H3N4F1	IgGII1H3N5F1	IgGII1H3N6F3	IgGII1H4N2	IgGII1H4N3	IgGII1H4N3F1	IgGII1H4N3F2	IgGII1H4N4	IgGII1H4N4F1	IgGII1H4N4F1S1	IgGII1H4N4F2	IgGII1H4N5F1	IgGII1H4N5F1S1	IgGII1H4N5F2S1	IgGII1H5N3F1	IgGII1H5N4	IgGII1H5N4F1	IgGII1H5N4F1S1	IgGII1H5N4F1S2	IgGII1H5N4F2	IgGII1H5N4F2S1	IgGII1H5N4F3	IgGII1H5N5F1	IgGII1H5N5F1S1	IgGII1H5N5F2	IgGII1H5N5F3	IgGII1H6N3F1G1	IgGII1H6N3F2	IgGII1H6N5F1	IgGI1H3N3F1	IgGI1H3N4	IgGI1H3N4F1	IgGI1H3N5F1	IgGI1H3N6F3	IgGI1H4N2	IgGI1H4N3	IgGI1H4N3F1	IgGI1H4N3F2	IgGI1H4N4	IgGI1H4N4F1	IgGI1H4N4F1S1	IgGI1H4N4F2	IgGI1H4N5F1	IgGI1H4N5F1S1	IgGI1H4N5F2S1	IgGI1H5N3F1	IgGI1H5N4	IgGI1H5N4F1	IgGI1H5N4F1S1	IgGI1H5N4F1S2	IgGI1H5N4F2	IgGI1H5N4F2S1	IgGI1H5N4F3	IgGI1H5N5F1	IgGI1H5N5F1S1	IgGI1H5N5F2	IgGI1H5N5F3	IgGI1H6N3F1G1	IgGI1H6N3F2	IgGI1H6N5F1	IgGIILE1H3N3F1	IgGIILE1H3N4	IgGIILE1H3N4F1	IgGIILE1H3N5F1	IgGIILE1H3N6F3	IgGIILE1H4N2	IgGIILE1H4N3	IgGIILE1H4N3F1	IgGIILE1H4N3F2	IgGIILE1H4N4	IgGIILE1H4N4F1	IgGIILE1H4N4F1S1	IgGIILE1H4N4F2	IgGIILE1H4N5F1	IgGIILE1H4N5F1S1	IgGIILE1H4N5F2S1	IgGIILE1H5N3F1	IgGIILE1H5N4	IgGIILE1H5N4F1	IgGIILE1H5N4F1S1	IgGIILE1H5N4F1S2	IgGIILE1H5N4F2	IgGIILE1H5N4F2S1	IgGIILE1H5N4F3	IgGIILE1H5N5F1	IgGIILE1H5N5F1S1	IgGIILE1H5N5F2	IgGIILE1H5N5F3	IgGIILE1H6N3F1G1	IgGIILE1H6N3F2	IgGIILE1H6N5F1	IgGIF1H3N3F1	IgGIF1H3N4	IgGIF1H3N4F1	IgGIF1H3N5F1	IgGIF1H3N6F3	IgGIF1H4N2	IgGIF1H4N3	IgGIF1H4N3F1	IgGIF1H4N3F2	IgGIF1H4N4	IgGIF1H4N4F1	IgGIF1H4N4F1S1	IgGIF1H4N4F2	IgGIF1H4N5F1	IgGIF1H4N5F1S1	IgGIF1H4N5F2S1	IgGIF1H5N3F1	IgGIF1H5N4	IgGIF1H5N4F1	IgGIF1H5N4F1S1	IgGIF1H5N4F1S2	IgGIF1H5N4F2	IgGIF1H5N4F2S1	IgGIF1H5N4F3	IgGIF1H5N5F1	IgGIF1H5N5F1S1	IgGIF1H5N5F2	IgGIF1H5N5F3	IgGIF1H6N3F1G1	IgGIF1H6N3F2	IgGIF1H6N5F1
"alignedLin_id_01_2-E,1_01_55390.raw"																																	0.965709886	0.510138241	0.133520815	0.796022427	0.953645331	1.08120939	0.131087303	0.539023208	1.173480762	0.114564017	0.283638162	0.616112134	0.846121568	0.60005857	0.950917058	1.007278611	0.530491143	0.142757737	0.545656801	0.548810695	0.754397416	0.837434187	0.833534021	0.849437304	1.063794715	0.735035042	0.506872345	0.326003553	0.760197267	1.184673555	0.415207394	0.048496525	0.086058095	0.053015757	0.068322678	0.314749874	0.081419259	0.045057206	0.043025929	0.383237819	0.19037878	0.056127936	0.06468331	0.087452953	0.037652754	0.030681883	1.016853746	0.035003534	0.522795501	0.040794497	0.059990406	0.10263056	0.128012054	0.183076798	0.296134268	0.063093031	0.334359248	0.373819423	0.346867938	0.584848218	0.071712829	0.467129099	0.385174224	0.736066455	0.113914053	0.992359164	1.036869609	0.743308911	1.316002681	0.155505079	0.543828391	0.913047013	0.139382639	1.007032101	0.207762344	0.628252178	1.044379274	0.48706447	0.142997931	1.012996897	0.799756222	1.051087449	1.340095663	0.389315587	1.022022619	1.052363103	1.685261666	0.953582893	1.5215643	0.91388976	1.042793829	0.391489736	1.382053291	0.033927235	0.471356813	0.032044223	0.274171344	0.776476504	0.181283836	0.034447571	0.117148059	0.382171804	0.034984003	0.045599112	0.625071484	0.567515272	0.350944185	1.623171325	1.051832507	0.092428784	0.037258399	0.070788832	0.437937339	0.755037649	0.236880352	0.727153177	0.364858268	0.487530079	0.869258685	0.509347302	0.713926505	0.118372099	0.417756419	0.707052402
"alignedLin_id_02_2-B,3_01_55429.raw"																																	0.028552236	0.127265245	0.056879435	0.033242612	0.502293517	1.620637266	0.084963275	0.029037739	0.617434461	0.068492598	0.05390742	0.053055648	0.44194851	0.03035996	0.711769793	1.002478764	0.150222895	0.062843685	0.056071362	0.046318598	0.649172231	0.271684078	0.82173744	0.366018307	0.059858287	0.478002769	0.273045333	0.441831624	0.976557294	0.712960002	0.56699123	0.048785908	0.109301393	0.056451842	0.046856248	0.302494026	0.097628082	0.038404065	0.049827286	0.324279622	0.128173762	0.059913528	0.031386349	0.093528836	0.045171231	0.130334661	0.707782706	0.038720364	0.469533642	0.048928806	0.030333514	0.059748534	0.115069628	0.118763646	0.321974926	0.048708204	0.258757931	0.643097697	0.395165805	0.657014161	0.079961933	1.117746924																																0.041201192	0.220823425	0.046055954	0.044672085	0.270168638	0.171944466	0.048988475	0.093272929	0.79715537	0.024884828	0.060534851	0.050121311	0.741940873	0.025074555	1.288986836	0.938466781	0.190940956	0.040468502	0.059916181	0.042207692	0.428298459	0.340681989	0.557874814	0.318010171	0.134834361	0.392505599	0.457413807	0.34046424	0.389230626	0.461179143	1.048494308
"alignedLin_id_03_2-D,4_01_55459.raw"																																	0.903996857	0.679468644	1.227774219	0.843116999	1.404780421	1.492841857	0.513469795	1.668391034	0.790508755	0.943517947	0.510007397	1.084142022	0.901835244	1.044906277	1.070066044	1.361625003	0.731257762	0.731543782	1.266478292	1.052513538	0.807344036	0.948010498	0.70496038	0.643143441	1.036454954	0.739256808	0.740207212	1.020919871	1.095768917	1.564651206	0.826418407	0.050886959	0.203539809	0.055735669	0.047603758	0.505163853	0.156875243	0.048240669	0.045860947	0.30404145	0.217973235	0.057497501	0.073915211	0.140671762	0.036053025	0.133995025	0.75694929	0.040481752	0.598379983	0.044621315	0.067116678	0.12063777	0.122416473	0.130853064	0.317136574	0.087472907	0.259547704	0.444458104	0.363369022	0.575441663	0.102793203	0.691442396	0.431752795	0.681910498	0.102165829	0.466373363	0.51993942	0.528457815	1.540642501	0.449324007	0.474674289	0.916771178	0.282947953	1.52687344	0.459792442	0.702892455	1.087846558	0.363122569	0.125539416	0.933399139	0.936236149	1.033357118	1.073712191	0.380403623	1.007980855	1.393633666	1.348969216	0.718801298	0.599817381	0.954168081	0.914403986	0.401362857	1.909712002																															
"alignedLin_id_04_2-F,3_01_55441.raw"		0.047798921	0.09722159	0.051765369	0.097609975	1.013119055	0.056886384	0.043166358	0.051644387	0.207649735	0.177804009	0.03588236	0.618974575	0.532217235	0.327451029	0.601759107	0.515655562	0.051526658	0.16885018	0.04440688	0.271609221	1.011463112	0.748975389	1.051333709	0.741148416	1.029034494	0.687845131	1.325081596	0.531237274	1.023202426	0.148223271	1.389874918																																																																																														0.211606686	1.302478989	0.161616729	1.558764415	1.052078593	1.141292753	1.647205815	0.828419137	0.799428079	0.885666461	0.184867288	0.838013449	0.760425197	0.762983171	1.075688257	0.723768663	0.531064597	0.644419683	0.411295833	0.474568999	1.007555649	0.824445732	0.997422128	0.402305009	0.939577031	1.501836625	0.930062622	0.997925116	0.953770032	0.534641866	0.955665156
"alignedLin_id_06_2-H,3_01_55447.raw"		0.041276123	0.149324173	0.048510014	0.090023955	1.016221743	0.098731076	0.038246344	0.040485724	0.16755059	0.22057687	0.032846534	0.709936434	0.53061069	0.308158032	0.629350802	0.940468299	0.045279198	0.204899005	0.051829398	0.243848116	1.365409913	0.742547218	1.222596945	0.823298319	1.00402496	0.818706817	1.120428057	0.449308456	0.964131372	0.138562386	1.058255918																																																																																														0.242328762	1.265466141	0.123105165	1.584330634	1.041345877	0.883639422	1.503336934	0.780938663	0.886810824	0.885666461	0.24492385	1.056343254	0.936827715	0.992257375	0.941886867	0.833801692	0.32462512	0.980599085	0.619362715	0.504434315	1.041762275	0.924789749	0.530840764	0.949326773	0.709250919	0.880224071	0.384602396	1.066828154	0.947787811	0.660300933	0.820297121
"alignedLin_id_08_2-A,2_01_55402.raw"																																	0.454096519	0.401162443	0.078925874	0.289156969	0.953645331	0.432910227	0.032827511	0.294410315	1.039878921	0.034028682	0.123618085	0.338069152	1.012912042	0.095188803	0.61432317	1.069887948	0.285172077	0.037349956	0.226045888	0.276588528	1.266602542	0.551046762	0.692106331	0.649458915	0.141419458	0.380147688	0.110022126	0.484199232	0.24546327	0.507609692	0.412168633	0.11718985	0.73801112	0.040136702	0.410473361	0.953607106	0.425156538	0.095219747	0.034391647	0.485281909	0.343609379	0.025852499	0.485381902	0.449861164	0.27102135	0.756150327	0.956016654	0.117683469	0.67297076	0.107025207	0.309956983	0.62884808	0.537075293	0.654384919	0.428716813	0.902617852	0.957790751	0.914467104	0.848315119	0.956581082	0.349504563	1.04851126																																0.053039886	0.151148101	0.052651407	0.04074911	0.474977102	0.057318805	0.07935983	0.04125711	0.349481033	0.154963855	0.057309247	0.032199177	0.02359873	0.04729763	0.148080543	0.706055125	0.044149016	0.234279732	0.037901563	0.077464243	0.316784719	0.097141859	0.188127285	0.342871985	0.112716695	0.247604484	0.263071136	0.356666637	0.498404672	0.104876531	0.64723551
"alignedLin_id_09_2-A,3_01_55426.raw"																																	1.310589279	0.512848817	0.56853687	0.253767725	0.813988187	0.901395446	1.12991713	1.111972404	0.439929688	1.525590086	1.057879593	0.63133451	0.590492413	0.579778557	1.4988072	0.743372141	1.324677933	0.93366755	1.526403193	1.089166086	0.618399329	1.466627526	1.048534281	0.750645403	0.95761969	0.717359192	0.965614892	0.927270883	0.501878198	1.600552729	0.684560612	0.060070256	0.266234256	0.05104732	0.119475317	0.530380632	0.197795261	0.164845362	0.03974661	0.284500318	0.310813156	0.052424446	0.229979003	0.214387055	0.103792016	0.424166914	0.61964745	0.049650314	0.600021835	0.046170375	0.055335825	0.222995278	0.306291464	0.145975982	0.347448891	0.126543399	0.520166636	0.979562061	0.711423679	0.947774863	0.119519039	1.022391362																																0.050470689	0.163927225	0.052598818	0.030804391	0.65833422	0.071011218	0.087935262	0.038876969	0.362601873	0.082371523	0.056994744	0.107047134	0.105900255	0.050390891	0.286612547	0.574028657	0.031662599	0.10811584	0.04626582	0.082472102	0.296663519	0.049909607	0.202074462	0.33300345	0.269193948	0.407336332	0.195562285	0.398577198	0.634256454	0.127945651	0.637458191
"alignedLin_id_10_2-G,1_01_55396.raw"																																	0.44277958	0.909657686	0.86151059	0.753408583	1.358440734	0.883508911	0.305110126	1.587348454	0.685320942	1.325436074	0.597633411	0.678690043	1.04529766	1.022272644	1.181125824	0.929752063	0.704947665	0.406582433	0.817334229	0.824912101	0.724411131	0.899426742	0.470600937	0.500041985	1.17636893	0.568814897	0.861707077	1.073933793	1.327244545	1.23680397	1.162893214	0.713699067	0.52284435	0.429863346	1.181981892	0.586563758	1.333127599	0.596727545	0.596831702	1.070336793	0.251296454	0.168895818	0.646236194	0.79095713	0.661846005	1.409219381	0.956016654	0.888919275	0.392023882	0.217080154	0.467060056	1.075275862	0.459458282	0.827687721	0.632291285	0.649259236	0.736164155	1.344711749	0.888048653	0.979265044	1.516691046	1.000884144	0.037588094	0.069449155	0.042592225	0.053093714	0.26771778	0.122939999	0.046224856	0.043870823	0.022919784	0.254603924	0.032270469	0.094262177	0.283967192	0.208284584	0.236799643	1.31116398	0.047064864	0.163212737	0.050679061	0.208739817	0.295895495	0.347003037	0.521506802	0.414995011	0.269246323	0.631750067	0.776196588	0.895740477	0.269569145	0.100724336	0.945763497	0.047854117	0.355900694	0.026689645	0.694682456	0.996470535	1.715809136	1.436826158	0.392485989	0.478764905	1.243476013	0.086653616	0.394543768	0.825258656	0.593212513	1.097160196	1.035229579	0.341336334	0.744494492	0.202957616	0.328304938	0.905089659	0.400117528	0.850735904	1.009287776	1.108613487	0.444978182	1.171308175	0.662534861	1.204831435	0.77995698	1.392424728
"alignedLin_id_11_2-C,1_01_55384.raw"		0.037835986	0.158572502	0.051550997	0.052907124	0.949632468	0.587890224	0.082735069	0.042149179	0.42493807	0.323966526	0.035611129	1.042043909	0.928182922	0.622715822	0.946307765	0.95089945	0.043808414	0.38394642	0.155076189	0.998117242	1.023293941	0.936953443	1.283055461	0.944441559	1.059990409	0.950882618	1.052907362	1.048486429	0.940757102	0.176643898	1.052919326	0.389803312	0.909657686	0.509684248	0.638905613	0.616456443	1.408537088	0.348403792	0.631391519	0.539488436	0.368487382	0.434517475	0.838429939	0.545689383	0.952060034	0.990926409	0.606472262	0.544607933	0.689205549	0.70744946	0.51458509	1.002250804	0.410390765	0.615759262	0.865428703	0.522334831	0.646028852	0.775949032	0.255812199	0.72860796	0.829671198	0.916808266																																0.051334339	0.069695958	0.046278314	0.078315578	0.703715514	0.142381261	0.042819251	0.052436067	0.049350748	0.216373738	0.031330848	0.148087884	0.249661863	0.226728415	0.174541961	1.273593445	0.054089652	0.192264419	0.040817333	0.166462471	0.328478914	0.394420093	0.549574215	0.398976127	0.181737504	0.606953902	1.374726881	0.605976268	0.272867907	0.112278602	1.446296566	0.636942654	1.323991225	0.504166078	1.942498216	1.104988947	1.715809136	1.64045729	1.965285941	0.501218733	1.616377244	1.018050114	0.365689437	1.085014616	1.916413838	1.072971204	1.048347039	1.019153838	1.42275608	0.722307489	0.658462834	0.698779926	0.444139265	0.839772771	0.975980383	1.179400755	0.288016874	1.206882893	0.506237931	1.253815165	0.942054173	1.43110001
"alignedLin_id_13_2-G,2_01_55420.raw"																																	1.408041116	1.214459682	0.288261824	1.461730686	0.905486499	1.116491089	0.827119155	0.879229167	1.058243263	1.300593275	0.286222905	1.163321524	0.160551696	1.01004773	0.710283167	0.71448508	0.911516766	1.84156124	1.019506302	0.982151536	0.779219867	0.972090951	0.7986187	0.794616676	0.316322465	1.11335895	0.951538549	1.58110461	0.893612461	0.433512341	0.835785259	0.051718297	0.17590172	0.059905081	0.029069617	0.226689446	0.056013787	0.061227221	0.044752899	0.391313422	0.248782447	0.058139028	0.04150725	0.129163955	0.060923665	0.10614784	0.679711911	0.035462257	0.560439203	0.036295322	0.065726223	0.061742531	0.054900565	0.218411597	0.323867084	0.147274145	0.253588359	0.42889	0.250466142	0.515254547	0.096845794	0.406782472																																0.044784139	0.509404328	0.046933931	0.194553169	0.886988736	0.075293506	0.056617542	0.181862948	0.637661734	0.036750111	0.064631847	1.056343254	0.76672517	0.278270088	1.738365485	1.344177087	0.139275351	0.043075651	0.146063446	0.721488564	0.888615071	0.376177843	0.719537841	0.504871965	0.486198192	1.15875991	0.29369769	0.890990641	0.116086194	0.343959793	0.925449266
"alignedLin_id_14_2-A,4_01_55450.raw"																																	1.095567312	0.879541283	1.658439587	0.991606948	1.299057972	0.978293108	0.798742795	1.5670665	1.420072018	0.958160248	1.148073521	0.777533285	1.328690317	1.302841415	1.178489433	0.910098721	1.080614997	0.599823347	0.42309441	0.662408787	1.093789528	0.727160664	1.2013813	0.801546126	1.361707346	0.750100534	0.857356677	1.45736204	0.9051441	1.249361315	0.781975715	0.051855274	0.271262632	0.055981746	0.037409229	0.497289283	0.133295252	0.035489538	0.044196777	0.32934478	0.281214586	0.057977093	0.112200898	0.14187928	0.04244157	0.091397138	0.956341266	0.034375357	0.555201883	0.045203153	0.059117454	0.082003453	0.136106516	0.185642916	0.315570864	0.041505117	0.203243274	0.524944421	0.353791934	0.490760901	0.077609998	0.515829173																																																														
"alignedLin_id_17_2-C,3_01_55432.raw"		0.042732807	0.159686243	0.053899219	0.097289388	0.978893176	0.125095658	0.066288304	0.049828196	0.354514682	0.216574017	0.034141384	0.935847757	0.474395624	0.355732366	0.492898421	0.676665256	0.05220606	0.237587918	0.038538916	0.782193122	1.305509728	0.804344574	1.075078052	0.734150572	1.059990409	0.697463615	1.045831456	0.638937591	0.940757102	0.172419037	1.199274945	0.7307262	0.879541283	0.390690594	0.764253075	0.910298743	1.891370466	0.588750287	0.575259711	0.664464496	0.542838472	0.274357793	0.805727263	0.869228231	1.212005866	0.884537506	1.008549142	0.482465312	0.863429712	0.705165646	0.828934374	0.71844251	0.925658459	1.011777006	0.89297637	0.825276323	0.985058105	0.337076522	0.74152582	0.605024262	0.649156772	0.987965349	1.233869774	0.652067517	0.95666779	1.439911448	0.997028447	0.982319027	0.460498878	1.042194388	1.455915577	0.579450885	0.758748674	0.901391295	1.045687264	0.615075648	0.753603098	0.758036994	1.159538632	0.750060526	0.754088495	0.948776625	0.441576124	0.944493799	1.154505837	0.93145525	0.648922405	0.592444797	0.498716197	0.872568803	1.010621588	1.609587816	1.136654168	0.036469021	0.119191487	0.049087153	0.072322425	0.875597079	0.381192127	0.175284454	0.118809175	0.26313757	0.44054368	0.039853292	0.227428919	0.697050575	0.754498717	0.525030446	1.734798369	0.05388237	0.466698617	0.106640997	0.544962387	0.511507268	0.695772618	1.022022619	0.537836668	1.235207225	0.80454383	1.051273106	0.754051378	0.94443351	0.103380367	1.051285797																															
"alignedLin_id_19_2-H,1_01_55399.raw"		0.037488313	0.54200359	0.063856114	0.414783758	0.996354698	0.226968808	0.377186143	0.10673707	0.630254793	0.561393244	0.150024862	1.064004679	0.991967286	1.06829596	0.954260102	0.998712306	0.091059377	0.848747768	0.422019241	1.05639403	0.953499876	0.967055463	1.051333709	0.944441559	1.059990409	1.094613215	1.052907362	1.117636245	0.940757102	1.066261454	1.052919326	0.897826601	1.132766797	0.623391873	1.501224891	0.594346982	1.510110369	1.107935061	0.865735821	1.124512668	0.578561922	1.462180065	1.364657014	0.702705755	0.718515421	0.850321196	1.420191432	0.299519436	1.839770673	1.401458959	1.166304589	0.995774304	1.100841746	0.579334776	1.446196485	0.818610369	0.968697752	1.368930512	0.682467591	1.313579025	0.709782946	0.973269959																																0.046928616	0.398380138	0.036071735	0.358984362	1.398764356	0.306609682	0.268385015	0.059854205	0.304094313	0.699207991	0.081053392	0.283009743	0.932705617	0.697334349	1.049146125	1.040779291	0.029493485	0.626005926	0.174904069	0.260170975	0.697358031	0.940898309	0.855459464	0.855942545	0.666274693	0.811837085	1.027073876	0.923733942	0.94443351	0.141006102	0.602131618	0.045209375	0.14196981	0.050082725	0.059182243	0.621623529	0.600025664	0.467607973	0.04867097	0.249619911	0.621468858	0.048213489	0.045900821	0.102776587	0.083061693	0.168388913	0.919765303	0.028476015	0.516980397	0.02866223	0.074216363	0.311224581	0.197224489	0.29656629	0.334767682	0.20688592	0.376101732	0.355167586	0.607792886	0.780887465	0.044918998	0.650680738
"alignedLin_id_20_2-E,3_01_55438.raw"																																	0.614580887	0.806052026	0.161271325	0.312539872	0.876528046	0.361613816	0.041317947	0.097480779	1.731747213	0.025351718	0.154761603	0.70546095	1.105675233	0.276284288	1.030632552	1.075214939	0.348350287	0.033714968	0.28275877	0.379289147	0.912442537	0.422579849	0.575307404	0.671593562	1.052824732	0.956041097	0.460767514	0.788189422	0.620730283	0.557025161	0.640139554	0.845439002	0.909903847	0.233615511	0.599587802	0.981158695	1.857497507	0.631884313	0.44099308	0.590278288	0.859154362	0.226105767	0.594378012	0.306416623	0.808363083	0.883421132	0.695470661	0.9128164	0.928045202	0.449130566	0.290395914	0.762430833	0.944493799	0.737369181	0.688936144	0.853807312	0.97280092	0.679600796	0.512093573	0.947774863	1.030571276	1.193554923	1.102206022	1.30354511	1.188514811	1.116622117	1.749601985	0.70479431	1.682312808	1.076823409	1.07575512	0.994406682	0.967297278	0.193403115	0.709983853	0.954087563	1.087108422	0.981624001	0.429408027	0.899143293	1.093643196	1.033357118	0.391120324	0.690524986	1.054736538	0.586086792	0.655010752	0.852238912	1.064135375	0.916721232	1.01404165	0.385107466	0.603691672	0.051838758	0.190858756	0.055050294	0.031817941	0.40813868	0.143436552	0.171629429	0.04797361	0.372146617	0.262465567	0.056563139	0.017766675	0.161330083	0.04177237	0.224078415	0.690334285	0.039290208	0.404684496	0.049979184	0.063071811	0.261406487	0.120519734	0.261978973	0.288581683	0.279919071	0.298168754	0.600568207	0.541775272	0.556286656	0.081235692	0.615486918
"alignedLin_id_22_2-H,2_01_55423.raw"		0.030158368	0.496857771	0.049832955	0.399438542	0.974818424	0.1824503	0.29020525	0.037917297	0.35375398	0.721457199	0.063200338	1.064004679	0.928182922	0.907078148	0.962265304	0.95089945	0.03862559	0.650712484	0.248403432	1.05639403	0.953499876	0.936953443	1.051333709	0.944441559	1.059990409	0.950882618	1.105386471	1.048486429	0.940757102	0.533196272	1.052919326	0.904214372	0.909657686	1.441909128	1.073883644	0.949888557	1.028025988	0.723781822	1.349490235	0.721305635	0.871969304	0.621403335	0.879362873	0.887543864	1.15490388	1.246445961	1.196740363	0.792693314	0.733132407	0.936827715	0.588351227	0.953154212	0.916327305	1.194497852	0.518997506	1.032618544	0.806390746	1.266708163	1.340990033	1.150879194	0.908037253	0.861788329	1.308316467	0.425266084	0.932866442	1.255079994	1.015484252	1.299857336	0.605583411	1.11681838	1.070336793	0.352009595	0.58354998	1.056344384	1.158219809	0.677211604	1.273996081	0.81606244	1.388904184	0.489193669	0.521731474	1.128127345	0.94746706	1.004172088	1.649450973	0.949313626	0.653356091	1.080543121	0.868523011	1.013474872	0.947774863	1.248640086	0.999933912	0.0481102	0.106880838	0.049487912	0.089245252	0.950983686	0.187680559	0.045423088	0.043530904	0.165162391	0.275149466	0.032604482	0.304886062	0.10861617	0.194347138	0.264019903	1.08752473	0.05071274	0.202317445	0.033308129	0.311244586	0.307658326	0.369852067	0.671485338	0.471208042	0.646808094	0.849591246	0.899343247	0.644352241	0.629778523	0.113241609		0.841380397	1.097602295	0.70980784	1.942498216	1.13498353	1.715809136	1.555105761	1.424573416	0.507870435	1.363479688	0.93366755	0.430243196	1.027536472	1.649922728	1.655089999	1.114943893	0.856801255	1.144295869	1.04252002	0.887339988	0.761434911	0.885610291	0.601615308	1.081532657	1.397377785	0.956016654	1.290084744	1.171744209	1.410766352	0.959948549	1.469814783
"alignedLin_id_23_2-F,1_01_55393.raw"																																	0.726205097	0.881579028	1.056863713	0.98283323	0.819884427	0.861536356	0.096745069	1.551198219	0.650933209	0.624409498	0.711276251	0.659592765	1.014139229	1.289684178	1.139722113	0.942997217	0.659982106	0.337617293	1.17807497	0.824219779	0.762261945	1.142091158	0.3959314	0.494987087	1.032618544	0.575551862	0.717315667	1.026458432	0.800006228	1.17147321	0.954829228	1.282863502	0.225917703	0.972286565	1.350434625	0.953607106	1.500736219	0.868534596	1.18643104	1.070336793	0.302664269	0.538986151	1.056344384	1.156420134	0.763286631	1.345738882	0.956016654	1.39389012	0.421686633	0.492716318	1.0807434	1.100463226	0.898036714	1.165310553	0.969082145	0.667664566	1.054907501	1.43110001	0.958427838	0.949878277	1.540318729	1.073804956	0.032007671	0.075198169	0.045741497	0.10492511	0.943329033	0.14107006	0.025751546	0.044124633	0.147369499	0.194989304	0.027099208	0.199888503	0.227479373	0.162589562	0.268884771	1.08768661	0.048854297	0.197933451	0.031761401	0.163282577	0.191537249	0.329390212	0.744687051	0.482906508	0.255052073	0.745506764	0.846270123	0.646472027	0.375569282	0.105616352	0.725484368	0.030981242	0.129077615	0.038275262	0.147544819	0.975001648	1.715809136	1.254549027	0.141434579	0.388301855	1.319803292	0.029216187	0.262514547	0.367755606	0.169173984	0.603965614	0.840423912	0.095071057	1.053303284	0.044811551	0.166143014	0.766432622	0.129398562	0.436671151	0.465596613	0.650703907	0.884538329	1.208857105	1.043439975	1.301041103	0.64653651	1.473300823
"alignedLin_id_24_2-C,4_01_55456.raw"																																	0.391849336	0.885891927	0.107653523	0.340148933	0.915293107	1.907996091	0.420900179	0.403363904	0.529264351	0.396736632	0.079320798	0.118410255	0.614785769	0.484661122	0.509260977	1.179838638	0.523239976	0.621836551	0.101749668	0.283424251	0.71762547	0.744328045	1.018309324	0.59889394	0.889417874	1.014941895	1.295572841	1.043414684	1.068884119	1.041855372	0.776542164	1.517382319	0.359919296	1.272557482	1.165967853	1.290520485	1.354421804	0.700742889	1.294725618	0.967537552	0.333485645	0.848839987	0.80468793	0.646949763	0.624640485	1.192113548	1.014655495	1.476647142	0.626597595	0.610481257	1.299734026	1.254504124	0.964116584	1.711654411	1.624986222	0.917257016	0.661283882	1.265071717	0.47391039	0.92532318	1.040300841	1.604996452	0.048701363	0.048415428	0.047788391	0.071267	0.317470992	0.078969177	0.040243334	0.04491822	0.174497262	0.190337877	0.050676088	0.166775366	0.12585922	0.086317895	0.281064894	1.352073132	0.052131336	0.121855237	0.024032054	0.214461545	0.303317446	0.155129928	0.759766597	0.455747977	0.295334791	0.599310935	0.895337929	0.665229292	0.295512325	0.115058565	0.94723064	0.232738712	0.980494511	0.538508345	1.532770564	1.154710473	1.715809136	1.621089743	1.922392957	0.450388762	1.550669703	0.448320819	0.398086108	0.665001062	1.665356772	1.296214166	1.101407645	0.865360941	1.568925739	0.557488088	0.481989486	0.758914285	0.588969305	0.623404152	0.644191478	1.18100396	1.254266006	0.900635177	0.986236937	1.167743408	0.942719884	1.274050977
